Source_URL,Retrieval_URL,Scrape_Date,Price_Date,Raw_Table_Row,State,State_Abbr,Regular_Raw,Mid_Grade_Raw,Premium_Raw,Diesel_Raw
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [Georgia](https://gasprices.aaa.com/?state=GA) | $4.097 | $4.547 | $4.961 | $5.196 |,Georgia,GA,$4.097,$4.547,$4.961,$5.196
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [Hawaii](https://gasprices.aaa.com/?state=HI) | $5.662 | $5.904 | $6.158 | $7.139 |,Hawaii,HI,$5.662,$5.904,$6.158,$7.139
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [Iowa](https://gasprices.aaa.com/?state=IA) | $4.248 | $4.437 | $5.077 | $5.415 |,Iowa,IA,$4.248,$4.437,$5.077,$5.415
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [Idaho](https://gasprices.aaa.com/?state=ID) | $4.554 | $4.813 | $5.086 | $5.539 |,Idaho,ID,$4.554,$4.813,$5.086,$5.539
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [Illinois](https://gasprices.aaa.com/?state=IL) | $4.997 | $5.541 | $6.024 | $5.992 |,Illinois,IL,$4.997,$5.541,$6.024,$5.992
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [Indiana](https://gasprices.aaa.com/?state=IN) | $4.722 | $5.268 | $5.754 | $5.992 |,Indiana,IN,$4.722,$5.268,$5.754,$5.992
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [Kansas](https://gasprices.aaa.com/?state=KS) | $4.110 | $4.432 | $4.760 | $5.170 |,Kansas,KS,$4.110,$4.432,$4.760,$5.170
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [Kentucky](https://gasprices.aaa.com/?state=KY) | $4.318 | $4.867 | $5.295 | $5.371 |,Kentucky,KY,$4.318,$4.867,$5.295,$5.371
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [Louisiana](https://gasprices.aaa.com/?state=LA) | $4.023 | $4.462 | $4.845 | $5.139 |,Louisiana,LA,$4.023,$4.462,$4.845,$5.139
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [Massachusetts](https://gasprices.aaa.com/?state=MA) | $4.461 | $4.989 | $5.380 | $5.825 |,Massachusetts,MA,$4.461,$4.989,$5.380,$5.825
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [Maryland](https://gasprices.aaa.com/?state=MD) | $4.489 | $5.019 | $5.351 | $5.644 |,Maryland,MD,$4.489,$5.019,$5.351,$5.644
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [Maine](https://gasprices.aaa.com/?state=ME) | $4.539 | $5.074 | $5.542 | $5.811 |,Maine,ME,$4.539,$5.074,$5.542,$5.811
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [Michigan](https://gasprices.aaa.com/?state=MI) | $4.781 | $5.384 | $5.939 | $5.982 |,Michigan,MI,$4.781,$5.384,$5.939,$5.982
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [Minnesota](https://gasprices.aaa.com/?state=MN) | $4.215 | $4.623 | $5.119 | $5.441 |,Minnesota,MN,$4.215,$4.623,$5.119,$5.441
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [Missouri](https://gasprices.aaa.com/?state=MO) | $4.162 | $4.548 | $4.861 | $5.285 |,Missouri,MO,$4.162,$4.548,$4.861,$5.285
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [Mississippi](https://gasprices.aaa.com/?state=MS) | $4.005 | $4.423 | $4.810 | $5.114 |,Mississippi,MS,$4.005,$4.423,$4.810,$5.114
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [Montana](https://gasprices.aaa.com/?state=MT) | $4.469 | $4.796 | $5.138 | $5.481 |,Montana,MT,$4.469,$4.796,$5.138,$5.481
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [North Carolina](https://gasprices.aaa.com/?state=NC) | $4.219 | $4.655 | $5.052 | $5.499 |,North Carolina,NC,$4.219,$4.655,$5.052,$5.499
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [North Dakota](https://gasprices.aaa.com/?state=ND) | $4.166 | $4.521 | $4.929 | $5.227 |,North Dakota,ND,$4.166,$4.521,$4.929,$5.227
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [Nebraska](https://gasprices.aaa.com/?state=NE) | $4.086 | $4.266 | $4.737 | $5.179 |,Nebraska,NE,$4.086,$4.266,$4.737,$5.179
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [New Hampshire](https://gasprices.aaa.com/?state=NH) | $4.494 | $4.993 | $5.449 | $5.773 |,New Hampshire,NH,$4.494,$4.993,$5.449,$5.773
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [New Jersey](https://gasprices.aaa.com/?state=NJ) | $4.551 | $5.035 | $5.309 | $5.667 |,New Jersey,NJ,$4.551,$5.035,$5.309,$5.667
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [New Mexico](https://gasprices.aaa.com/?state=NM) | $4.167 | $4.574 | $4.880 | $5.432 |,New Mexico,NM,$4.167,$4.574,$4.880,$5.432
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [Nevada](https://gasprices.aaa.com/?state=NV) | $5.239 | $5.537 | $5.841 | $6.172 |,Nevada,NV,$5.239,$5.537,$5.841,$6.172
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [New York](https://gasprices.aaa.com/?state=NY) | $4.573 | $5.053 | $5.452 | $5.950 |,New York,NY,$4.573,$5.053,$5.452,$5.950
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [Ohio](https://gasprices.aaa.com/?state=OH) | $4.782 | $5.313 | $5.823 | $5.933 |,Ohio,OH,$4.782,$5.313,$5.823,$5.933
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [Oklahoma](https://gasprices.aaa.com/?state=OK) | $3.988 | $4.408 | $4.699 | $5.038 |,Oklahoma,OK,$3.988,$4.408,$4.699,$5.038
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [Oregon](https://gasprices.aaa.com/?state=OR) | $5.346 | $5.551 | $5.832 | $6.243 |,Oregon,OR,$5.346,$5.551,$5.832,$6.243
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [Pennsylvania](https://gasprices.aaa.com/?state=PA) | $4.695 | $5.087 | $5.475 | $5.985 |,Pennsylvania,PA,$4.695,$5.087,$5.475,$5.985
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [Rhode Island](https://gasprices.aaa.com/?state=RI) | $4.492 | $5.130 | $5.540 | $5.672 |,Rhode Island,RI,$4.492,$5.130,$5.540,$5.672
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [South Carolina](https://gasprices.aaa.com/?state=SC) | $4.205 | $4.640 | $5.028 | $5.387 |,South Carolina,SC,$4.205,$4.640,$5.028,$5.387
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [South Dakota](https://gasprices.aaa.com/?state=SD) | $4.256 | $4.416 | $4.868 | $5.238 |,South Dakota,SD,$4.256,$4.416,$4.868,$5.238
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [Tennessee](https://gasprices.aaa.com/?state=TN) | $4.211 | $4.661 | $5.051 | $5.243 |,Tennessee,TN,$4.211,$4.661,$5.051,$5.243
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [Texas](https://gasprices.aaa.com/?state=TX) | $4.095 | $4.569 | $4.941 | $5.150 |,Texas,TX,$4.095,$4.569,$4.941,$5.150
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [Utah](https://gasprices.aaa.com/?state=UT) | $4.501 | $4.777 | $5.027 | $5.486 |,Utah,UT,$4.501,$4.777,$5.027,$5.486
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [Virginia](https://gasprices.aaa.com/?state=VA) | $4.326 | $4.777 | $5.150 | $5.620 |,Virginia,VA,$4.326,$4.777,$5.150,$5.620
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [Vermont](https://gasprices.aaa.com/?state=VT) | $4.527 | $5.050 | $5.441 | $5.826 |,Vermont,VT,$4.527,$5.050,$5.441,$5.826
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [Washington](https://gasprices.aaa.com/?state=WA) | $5.763 | $6.002 | $6.260 | $6.845 |,Washington,WA,$5.763,$6.002,$6.260,$6.845
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [Wisconsin](https://gasprices.aaa.com/?state=WI) | $4.404 | $4.914 | $5.496 | $5.679 |,Wisconsin,WI,$4.404,$4.914,$5.496,$5.679
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [West Virginia](https://gasprices.aaa.com/?state=WV) | $4.430 | $4.858 | $5.320 | $5.665 |,West Virginia,WV,$4.430,$4.858,$5.320,$5.665
https://gasprices.aaa.com/state-gas-price-averages/,https://r.jina.ai/http://r.jina.ai/http://https://gasprices.aaa.com/state-gas-price-averages/,2026-05-07,5/7/26,| [Wyoming](https://gasprices.aaa.com/?state=WY) | $4.402 | $4.696 | $4.984 | $5.463 |,Wyoming,WY,$4.402,$4.696,$4.984,$5.463
